Player_Name,Gender,Country,Year,Sport,Event,Sport_Type,Gold,Silver,Bronze
Min Li-hong,M,South Korea,2014,Archery,Men's team,Team,0,1,0
Yang Young-ho,M,South Korea,2014,Archery,Men's team,Team,0,1,0
Esmaeil Ebadi,M,Iran,2014,Archery,Men's team,Team,0,0,1
Majid Gheidi,M,Iran,2014,Archery,Men's team,Team,0,0,1
Amir Kazempour,M,Iran,2014,Archery,Men's team,Team,0,0,1
Jung Dasomi,F,South Korea,2014,Archery,Women's individual,Single,1,0,0
Chang Hye-jin,F,South Korea,2014,Archery,Women's individual,Single,0,1,0
Xu Jing,F,China,2014,Archery,Women's individual,Single,0,0,1
Choi Bo-min,F,South Korea,2014,Archery,Women's individual,Single,1,0,0
Seok Ji-hyun,F,South Korea,2014,Archery,Women's individual,Single,0,1,0
Trisha Deb,F,India,2014,Archery,Women's individual,Single,0,0,1
Chang Hye-jin,F,South Korea,2014,Archery,Women's team,Team,1,0,0
Jung Dasomi,F,South Korea,2014,Archery,Women's team,Team,1,0,0
Lee Tuk-young,F,South Korea,2014,Archery,Women's team,Team,1,0,0
Cheng Ming,F,China,2014,Archery,Women's team,Team,0,1,0
Xu Jing,F,China,2014,Archery,Women's team,Team,0,1,0
Zhu Jueman,F,China,2014,Archery,Women's team,Team,0,1,0
Ren Hayakawa,F,Japan,2014,Archery,Women's team,Team,0,0,1
Yuki Hayashi,F,Japan,2014,Archery,Women's team,Team,0,0,1
Kaori Kawanaka,F,Japan,2014,Archery,Women's team,Team,0,0,1
Choi Bo-min,F,South Korea,2014,Archery,Women's team,Team,1,0,0
Kim Yun-hee,F,South Korea,2014,Archery,Women's team,Team,1,0,0
Seok Ji-hyun,F,South Korea,2014,Archery,Women's team,Team,1,0,0
Chen Li-ju,F,Chinese Taipei,2014,Archery,Women's team,Team,0,1,0
Huang I-jou,F,Chinese Taipei,2014,Archery,Women's team,Team,0,1,0
Wu Ting-ting,F,Chinese Taipei,2014,Archery,Women's team,Team,0,1,0
Trisha Deb,F,India,2014,Archery,Women's team,Team,0,0,1
Purvasha Shende,F,India,2014,Archery,Women's team,Team,0,0,1
Jyothi Surekha Vennam,F,India,2014,Archery,Women's team,Team,0,0,1
Chen Xiaojun,F,China,2014,Artistic swimming,Combination,Team,1,0,0
Gu Xiao,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Guo Li,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Huang Xuechen,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Li Xiaolu,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Liang Xinping,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Sun Wenyan,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Sun Yijing,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Tang Mengni,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Yin Chengxin,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Yu Lele,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Zeng Zhen,Unknown,China,2014,Artistic swimming,Combination,Team,1,0,0
Miho Arai,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Aika Hakoyama,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Yukiko Inui,F,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Mayo Itoyama,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Hikaru Kazumori,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Kei Marumo,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Risako Mitsui,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Natsumi Miyazaki,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Kanami Nakamaki,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Mai Nakamura,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Kurumi Yoshida,Unknown,Japan,2014,Artistic swimming,Combination,Team,0,1,0
Aigerim Anarbayeva,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Xeniya Kachurina,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Yuliya Kempel,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Alina Matkova,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Aisulu Nauryzbayeva,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Alexandra Nemich,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Yekaterina Nemich,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Daniya Talgatova,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Kristina Tynybayeva,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Amina Yermakhanova,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Olga Yezdakova,Unknown,Kazakhstan,2014,Artistic swimming,Combination,Team,0,0,1
Huang Xuechen,Unknown,China,2014,Artistic swimming,Duet,Team,1,0,0
Sun Wenyan,Unknown,China,2014,Artistic swimming,Duet,Team,1,0,0
Sun Yijing,Unknown,China,2014,Artistic swimming,Duet,Team,1,0,0
Yukiko Inui,F,Japan,2014,Artistic swimming,Duet,Team,0,1,0
Hikaru Kazumori,Unknown,Japan,2014,Artistic swimming,Duet,Team,0,1,0
Risako Mitsui,Unknown,Japan,2014,Artistic swimming,Duet,Team,0,1,0
Alexandra Nemich,Unknown,Kazakhstan,2014,Artistic swimming,Duet,Team,0,0,1
Yekaterina Nemich,Unknown,Kazakhstan,2014,Artistic swimming,Duet,Team,0,0,1
Amina Yermakhanova,Unknown,Kazakhstan,2014,Artistic swimming,Duet,Team,0,0,1
Chen Xiaojun,F,China,2014,Artistic swimming,Team,Team,1,0,0
Gu Xiao,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Guo Li,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Li Xiaolu,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Liang Xinping,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Sun Wenyan,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Sun Yijing,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Tang Mengni,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Yu Lele,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Zeng Zhen,Unknown,China,2014,Artistic swimming,Team,Team,1,0,0
Miho Arai,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Aika Hakoyama,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Yukiko Inui,F,Japan,2014,Artistic swimming,Team,Team,0,1,0
Mayo Itoyama,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Hikaru Kazumori,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Kei Marumo,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Risako Mitsui,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Kanami Nakamaki,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Mai Nakamura,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Kurumi Yoshida,Unknown,Japan,2014,Artistic swimming,Team,Team,0,1,0
Jong Na-ri,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Jong Yon-hui,F,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Kang Un-ha,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Kim Jin-gyong,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Kim Jong-hui,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Kim Ju-hye,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Kim U-na,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Ri Il-sim,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Ri Ji-hyang,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
Yun Yu-jong,Unknown,North Korea,2014,Artistic swimming,Team,Team,0,0,1
El-Hassan El-Abbassi,M,Bahrain,2014,Athletics,"10,000 m",Single,1,0,0
Suguru Osako,M,Japan,2014,Athletics,"10,000 m",Single,0,1,0
Isaac Korir,M,Bahrain,2014,Athletics,"10,000 m",Single,0,0,1
Alia Saeed Mohammed,F,United Arab Emirates,2014,Athletics,"10,000 m",Single,1,0,0
Ding Changqin,F,China,2014,Athletics,"10,000 m",Single,0,1,0
Ayumi Hagiwara,F,Japan,2014,Athletics,"10,000 m",Single,0,0,1
Femi Ogunode,M,Qatar,2014,Athletics,100 m,Single,1,0,0
Su Bingtian,M,China,2014,Athletics,100 m,Single,0,1,0
Kei Takase,M,Japan,2014,Athletics,100 m,Single,0,0,1
Wei Yongli,F,China,2014,Athletics,100 m,Single,1,0,0
Chisato Fukushima,F,Japan,2014,Athletics,100 m,Single,0,1,0
Olga Safronova,F,Kazakhstan,2014,Athletics,100 m,Single,0,0,1
Wu Shuijiao,F,China,2014,Athletics,100 m hurdles,Single,1,0,0
Sun Yawei,F,China,2014,Athletics,100 m hurdles,Single,0,1,0
Ayako Kimura,F,Japan,2014,Athletics,100 m hurdles,Single,0,0,1
Xie Wenjun,M,China,2014,Athletics,110 m hurdles,Single,1,0,0
Kim Byoung-jun,M,South Korea,2014,Athletics,110 m hurdles,Single,0,1,0
Jamras Rittidet,M,Thailand,2014,Athletics,110 m hurdles,Single,0,0,1
Mohamad Al-Garni,M,Qatar,2014,Athletics,1500 m,Single,1,0,0
Rashid Ramzi,M,Bahrain,2014,Athletics,1500 m,Single,0,1,0
Adnan Taess,M,Iraq,2014,Athletics,1500 m,Single,0,0,1
Maryam Yusuf Jamal,F,Bahrain,2014,Athletics,1500 m,Single,1,0,0
Mimi Belete,F,Bahrain,2014,Athletics,1500 m,Single,0,1,0
O. P. Jaisha,F,India,2014,Athletics,1500 m,Single,0,0,1
Wang Zhen,M,China,2014,Athletics,20 km walk,Single,1,0,0
Yusuke Suzuki,M,Japan,2014,Athletics,20 km walk,Single,0,1,0
Kim Hyun-sub,M,South Korea,2014,Athletics,20 km walk,Single,0,0,1
Lü Xiuzhi,F,China,2014,Athletics,20 km walk,Single,1,0,0
Khushbir Kaur,F,India,2014,Athletics,20 km walk,Single,0,1,0
Jeon Yeong-eun,F,South Korea,2014,Athletics,20 km walk,Single,0,0,1
Femi Ogunode,M,Qatar,2014,Athletics,200 m,Single,1,0,0
Fahhad Al-Subaie,M,Saudi Arabia,2014,Athletics,200 m,Single,0,1,0
Yeo Ho-sua,M,South Korea,2014,Athletics,200 m,Single,0,0,1
Olga Safronova,F,Kazakhstan,2014,Athletics,200 m,Single,1,0,0
Wei Yongli,F,China,2014,Athletics,200 m,Single,0,1,0
Chisato Fukushima,F,Japan,2014,Athletics,200 m,Single,0,0,1
Abubaker Ali Kamal,M,Qatar,2014,Athletics,3000 m steeplechase,Single,1,0,0
Tareq Mubarak Taher,M,Bahrain,2014,Athletics,3000 m steeplechase,Single,0,1,0
Naveen Kumar,M,India,2014,Athletics,3000 m steeplechase,Single,0,0,1
Ruth Jebet,F,Bahrain,2014,Athletics,3000 m steeplechase,Single,1,0,0
Li Zhenzhu,F,China,2014,Athletics,3000 m steeplechase,Single,0,1,0
Lalita Babar,F,India,2014,Athletics,3000 m steeplechase,Single,0,0,1
Chen Shiwei,M,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Xie Zhenye,M,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Su Bingtian,M,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Zhang Peimeng,M,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Yang Yang,M,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Mo Youxue,M,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Ryota Yamagata,M,Japan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Shota Iizuka,M,Japan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Shinji Takahira,M,Japan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Kei Takase,M,Japan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Shota Hara,M,Japan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Tang Yik Chun,M,Hong Kong,2014,Athletics,4 × 100 m relay,Team,0,0,1
So Chun Hong,M,Hong Kong,2014,Athletics,4 × 100 m relay,Team,0,0,1
Ng Ka Fung,M,Hong Kong,2014,Athletics,4 × 100 m relay,Team,0,0,1
Tsui Chi Ho,M,Hong Kong,2014,Athletics,4 × 100 m relay,Team,0,0,1
Lai Chun Ho,M,Hong Kong,2014,Athletics,4 × 100 m relay,Team,0,0,1
Tao Yujia,F,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Kong Lingwei,F,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Lin Huijun,F,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Wei Yongli,F,China,2014,Athletics,4 × 100 m relay,Team,1,0,0
Svetlana Ivanchukova,F,Kazakhstan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Viktoriya Zyabkina,F,Kazakhstan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Anastassiya Tulapina,F,Kazakhstan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Olga Safronova,F,Kazakhstan,2014,Athletics,4 × 100 m relay,Team,0,1,0
Anna Fujimori,F,Japan,2014,Athletics,4 × 100 m relay,Team,0,0,1
Kana Ichikawa,F,Japan,2014,Athletics,4 × 100 m relay,Team,0,0,1
Masumi Aoki,F,Japan,2014,Athletics,4 × 100 m relay,Team,0,0,1
Chisato Fukushima,F,Japan,2014,Athletics,4 × 100 m relay,Team,0,0,1
Yuzo Kanemaru,M,Japan,2014,Athletics,4 × 400 m relay,Team,1,0,0
Kenji Fujimitsu,M,Japan,2014,Athletics,4 × 400 m relay,Team,1,0,0
Shota Iizuka,M,Japan,2014,Athletics,4 × 400 m relay,Team,1,0,0
Nobuya Kato,M,Japan,2014,Athletics,4 × 400 m relay,Team,1,0,0
Shinji Takahira,M,Japan,2014,Athletics,4 × 400 m relay,Team,1,0,0
Park Se-jung,M,South Korea,2014,Athletics,4 × 400 m relay,Team,0,1,0
Park Bong-go,M,South Korea,2014,Athletics,4 × 400 m relay,Team,0,1,0
Seong Hyeok-je,M,South Korea,2014,Athletics,4 × 400 m relay,Team,0,1,0
Yeo Ho-sua,M,South Korea,2014,Athletics,4 × 400 m relay,Team,0,1,0
Choi Dong-baek,M,South Korea,2014,Athletics,4 × 400 m relay,Team,0,1,0
Ismail Al-Sabiani,M,Saudi Arabia,2014,Athletics,4 × 400 m relay,Team,0,0,1
Ahmed Al-Khayri,M,Saudi Arabia,2014,Athletics,4 × 400 m relay,Team,0,0,1
Mohammed Al-Bishi,M,Saudi Arabia,2014,Athletics,4 × 400 m relay,Team,0,0,1
Yousef Masrahi,M,Saudi Arabia,2014,Athletics,4 × 400 m relay,Team,0,0,1
Priyanka Pawar,F,India,2014,Athletics,4 × 400 m relay,Team,1,0,0
Tintu Lukka,F,India,2014,Athletics,4 × 400 m relay,Team,1,0,0
Mandeep Kaur,F,India,2014,Athletics,4 × 400 m relay,Team,1,0,0
M. R. Poovamma,F,India,2014,Athletics,4 × 400 m relay,Team,1,0,0
Seika Aoyama,F,Japan,2014,Athletics,4 × 400 m relay,Team,0,1,0
Nanako Matsumoto,F,Japan,2014,Athletics,4 × 400 m relay,Team,0,1,0
Kana Ichikawa,F,Japan,2014,Athletics,4 × 400 m relay,Team,0,1,0
Asami Chiba,F,Japan,2014,Athletics,4 × 400 m relay,Team,0,1,0
Li Manyuan,F,China,2014,Athletics,4 × 400 m relay,Team,0,0,1
Wang Huan,F,China,2014,Athletics,4 × 400 m relay,Team,0,0,1
Chen Jingwen,F,China,2014,Athletics,4 × 400 m relay,Team,0,0,1
Cheng Chong,F,China,2014,Athletics,4 × 400 m relay,Team,0,0,1
Yousef Masrahi,M,Saudi Arabia,2014,Athletics,400 m,Single,1,0,0
Abbas Abubakar Abbas,M,Bahrain,2014,Athletics,400 m,Single,0,1,0
Arokia Rajiv,M,India,2014,Athletics,400 m,Single,0,0,1
Kemi Adekoya,F,Bahrain,2014,Athletics,400 m,Single,1,0,0
Quách Thị Lan,F,Vietnam,2014,Athletics,400 m,Single,0,1,0
M. R. Poovamma,F,India,2014,Athletics,400 m,Single,0,0,1
Ali Khamis,M,Bahrain,2014,Athletics,400 m hurdles,Single,1,0,0
Takayuki Kishimoto,M,Japan,2014,Athletics,400 m hurdles,Single,0,1,0
Cheng Wen,M,China,2014,Athletics,400 m hurdles,Single,0,0,1
Kemi Adekoya,F,Bahrain,2014,Athletics,400 m hurdles,Single,1,0,0
Satomi Kubokura,F,Japan,2014,Athletics,400 m hurdles,Single,0,1,0
Xiao Xia,F,China,2014,Athletics,400 m hurdles,Single,0,0,1
Takayuki Tanii,M,Japan,2014,Athletics,50 km walk,Single,1,0,0
Park Chil-sung,M,South Korea,2014,Athletics,50 km walk,Single,0,1,0
Wang Zhendong,M,China,2014,Athletics,50 km walk,Single,0,0,1
Mohamad Al-Garni,M,Qatar,2014,Athletics,5000 m,Single,1,0,0
Alemu Bekele,M,Bahrain,2014,Athletics,5000 m,Single,0,1,0
Albert Rop,M,Bahrain,2014,Athletics,5000 m,Single,0,0,1
Maryam Yusuf Jamal,F,Bahrain,2014,Athletics,5000 m,Single,1,0,0
Mimi Belete,F,Bahrain,2014,Athletics,5000 m,Single,0,1,0
Ding Changqin,F,China,2014,Athletics,5000 m,Single,0,0,1
Adnan Taess,M,Iraq,2014,Athletics,800 m,Single,1,0,0
Teng Haining,M,China,2014,Athletics,800 m,Single,0,1,0
Jamal Hairane,M,Qatar,2014,Athletics,800 m,Single,0,0,1
Margarita Mukasheva,F,Kazakhstan,2014,Athletics,800 m,Single,1,0,0
Tintu Lukka,F,India,2014,Athletics,800 m,Single,0,1,0
Zhao Jing,F,China,2014,Athletics,800 m,Single,0,0,1
Keisuke Ushiro,M,Japan,2014,Athletics,Decathlon,Single,1,0,0
Leonid Andreev,M,Uzbekistan,2014,Athletics,Decathlon,Single,0,1,0
Akihiko Nakamura,M,Japan,2014,Athletics,Decathlon,Single,0,0,1
Ehsan Haddadi,M,Iran,2014,Athletics,Discus throw,Single,1,0,0
Vikas Gowda,M,India,2014,Athletics,Discus throw,Single,0,1,0
Ahmed Dheeb,M,Qatar,2014,Athletics,Discus throw,Single,0,0,1
Seema Punia,F,India,2014,Athletics,Discus throw,Single,1,0,0
Lu Xiaoxin,F,China,2014,Athletics,Discus throw,Single,0,1,0
Tan Jian,F,China,2014,Athletics,Discus throw,Single,0,0,1
Dilshod Nazarov,M,Tajikistan,2014,Athletics,Hammer throw,Single,1,0,0
Wang Shizhu,M,China,2014,Athletics,Hammer throw,Single,0,1,0
Wan Yong,M,China,2014,Athletics,Hammer throw,Single,0,0,1
Zhang Wenxiu,F,China,2014,Athletics,Hammer throw,Single,1,0,0
Wang Zheng,F,China,2014,Athletics,Hammer throw,Single,0,1,0
Manju Bala,F,India,2014,Athletics,Hammer throw,Single,0,0,1
Ekaterina Voronina,F,Uzbekistan,2014,Athletics,Heptathlon,Single,1,0,0
Wang Qingling,F,China,2014,Athletics,Heptathlon,Single,0,1,0
Yuliya Tarasova,F,Uzbekistan,2014,Athletics,Heptathlon,Single,0,0,1
Mutaz Essa Barshim,M,Qatar,2014,Athletics,High jump,Single,1,0,0
Zhang Guowei,M,China,2014,Athletics,High jump,Single,0,1,0
Muamer Essa Barshim,M,Qatar,2014,Athletics,High jump,Single,0,0,1
Svetlana Radzivil,F,Uzbekistan,2014,Athletics,High jump,Single,1,0,0
Zheng Xingjuan,F,China,2014,Athletics,High jump,Single,0,1,0
Nadiya Dusanova,F,Uzbekistan,2014,Athletics,High jump,Single,0,0,1
Zhao Qinggang,M,China,2014,Athletics,Javelin throw,Single,1,0,0
Ryohei Arai,M,Japan,2014,Athletics,Javelin throw,Single,0,1,0
Ivan Zaytsev,M,Uzbekistan,2014,Athletics,Javelin throw,Single,0,0,1
Zhang Li,F,China,2014,Athletics,Javelin throw,Single,1,0,0
Li Lingwei,F,China,2014,Athletics,Javelin throw,Single,0,1,0
Annu Rani,F,India,2014,Athletics,Javelin throw,Single,0,0,1
Li Jinzhe,M,China,2014,Athletics,Long jump,Single,1,0,0
Kim Deok-hyeon,M,South Korea,2014,Athletics,Long jump,Single,0,1,0
Gao Xinglong,M,China,2014,Athletics,Long jump,Single,0,0,1
Maria Natalia Londa,F,Indonesia,2014,Athletics,Long jump,Single,1,0,0
Bùi Thị Thu Thảo,F,Vietnam,2014,Athletics,Long jump,Single,0,1,0
Jiang Yanfei,F,China,2014,Athletics,Long jump,Single,0,0,1
Hasan Mahboob,M,Bahrain,2014,Athletics,Marathon,Single,1,0,0
Kohei Matsumura,M,Japan,2014,Athletics,Marathon,Single,0,1,0
Yuki Kawauchi,M,Japan,2014,Athletics,Marathon,Single,0,0,1
Eunice Kirwa,F,Bahrain,2014,Athletics,Marathon,Single,1,0,0
Ryoko Kizaki,F,Japan,2014,Athletics,Marathon,Single,0,1,0
Lishan Dula,F,Bahrain,2014,Athletics,Marathon,Single,0,0,1
Xue Changrui,M,China,2014,Athletics,Pole vault,Single,1,0,0
Daichi Sawano,M,Japan,2014,Athletics,Pole vault,Single,0,1,0
Jin Min-sub,M,South Korea,2014,Athletics,Pole vault,Single,0,0,1
Li Ling,F,China,2014,Athletics,Pole vault,Single,1,0,0
Tomomi Abiko,F,Japan,2014,Athletics,Pole vault,Single,0,1,0
Lim Eun-ji,F,South Korea,2014,Athletics,Pole vault,Single,0,0,1
Sultan Al-Hebshi,M,Saudi Arabia,2014,Athletics,Shot put,Single,1,0,0
Chang Ming-huang,M,Chinese Taipei,2014,Athletics,Shot put,Single,0,1,0
Inderjeet Singh,M,India,2014,Athletics,Shot put,Single,0,0,1
Gong Lijiao,F,China,2014,Athletics,Shot put,Single,1,0,0
Leila Rajabi,F,Iran,2014,Athletics,Shot put,Single,0,1,0
Guo Tianqian,F,China,2014,Athletics,Shot put,Single,0,0,1
Cao Shuo,M,China,2014,Athletics,Triple jump,Single,1,0,0
Dong Bin,M,China,2014,Athletics,Triple jump,Single,0,1,0
Kim Deok-hyeon,M,South Korea,2014,Athletics,Triple jump,Single,0,0,1
Olga Rypakova,F,Kazakhstan,2014,Athletics,Triple jump,Single,1,0,0
Aleksandra Kotlyarova,F,Uzbekistan,2014,Athletics,Triple jump,Single,0,1,0
Irina Ektova,F,Kazakhstan,2014,Athletics,Triple jump,Single,0,0,1
Mohammad Ahsan,M,Indonesia,2014,Badminton,Men's doubles,Team,1,0,0
Hendra Setiawan,M,Indonesia,2014,Badminton,Men's doubles,Team,1,0,0
Lee Yong-dae,M,South Korea,2014,Badminton,Men's doubles,Team,0,1,0
Yoo Yeon-seong,M,South Korea,2014,Badminton,Men's doubles,Team,0,1,0
Goh V Shem,M,Malaysia,2014,Badminton,Men's doubles,Team,0,0,1
Tan Wee Kiong,M,Malaysia,2014,Badminton,Men's doubles,Team,0,0,1
Kim Gi-jung,M,South Korea,2014,Badminton,Men's doubles,Team,0,0,1
Kim Sa-rang,M,South Korea,2014,Badminton,Men's doubles,Team,0,0,1
Lin Dan,M,China,2014,Badminton,Men's singles,Single,1,0,0
Chen Long,M,China,2014,Badminton,Men's singles,Single,0,1,0
Lee Chong Wei,M,Malaysia,2014,Badminton,Men's singles,Single,0,0,1
Wei Nan,M,Hong Kong,2014,Badminton,Men's singles,Single,0,0,1
Jeon Hyeok-jin,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Kim Gi-jung,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Kim Sa-rang,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Ko Sung-hyun,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Lee Dong-keun,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Lee Hyun-il,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Lee Yong-dae,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Shin Baek-cheol,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Son Wan-ho,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Yoo Yeon-seong,M,South Korea,2014,Badminton,Men's team,Team,1,0,0
Cai Yun,M,China,2014,Badminton,Men's team,Team,0,1,0
Chen Long,M,China,2014,Badminton,Men's team,Team,0,1,0
Fu Haifeng,M,China,2014,Badminton,Men's team,Team,0,1,0
Gao Huan,M,China,2014,Badminton,Men's team,Team,0,1,0
Lin Dan,M,China,2014,Badminton,Men's team,Team,0,1,0
Liu Xiaolong,M,China,2014,Badminton,Men's team,Team,0,1,0
Qiu Zihan,M,China,2014,Badminton,Men's team,Team,0,1,0
Tian Houwei,M,China,2014,Badminton,Men's team,Team,0,1,0
Xu Chen,M,China,2014,Badminton,Men's team,Team,0,1,0
Zhang Nan,M,China,2014,Badminton,Men's team,Team,0,1,0
Chan Peng Soon,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Chong Wei Feng,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Goh Soon Huat,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Goh V Shem,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Hoon Thien How,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Lee Chong Wei,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Lim Khim Wah,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Tan Boon Heong,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Tan Wee Kiong,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Iskandar Zulkarnain Zainuddin,M,Malaysia,2014,Badminton,Men's team,Team,0,0,1
Chen Hung-ling,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Chou Tien-chen,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Hsu Jen-hao,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Hsueh Hsuan-yi,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Lee Sheng-mu,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Liang Jui-wei,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Liao Kuan-hao,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Liao Min-chun,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Tsai Chia-hsin,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Tseng Min-hao,M,Chinese Taipei,2014,Badminton,Men's team,Team,0,0,1
Zhang Nan,M,China,2014,Badminton,Mixed doubles,Team,1,0,0
Zhao Yunlei,F,China,2014,Badminton,Mixed doubles,Team,1,0,0
Tontowi Ahmad,Unknown,Indonesia,2014,Badminton,Mixed doubles,Team,0,1,0
Liliyana Natsir,Unknown,Indonesia,2014,Badminton,Mixed doubles,Team,0,1,0
Praveen Jordan,Unknown,Indonesia,2014,Badminton,Mixed doubles,Team,0,0,1
Debby Susanto,Unknown,Indonesia,2014,Badminton,Mixed doubles,Team,0,0,1
Xu Chen,M,China,2014,Badminton,Mixed doubles,Team,0,0,1
Ma Jin,F,China,2014,Badminton,Mixed doubles,Team,0,0,1
Nitya Krishinda Maheswari,F,Indonesia,2014,Badminton,Women's doubles,Team,1,0,0
Greysia Polii,F,Indonesia,2014,Badminton,Women's doubles,Team,1,0,0
